,ICAO Code,IATA Code,Airport Name,City/Town,Country,Latitude Degrees,Latitude Minutes,Latitude Seconds,Latitude Direction,Longitude Degrees,Longitude Minutes,Longitude Seconds,Longitude Direction,Altitude,Latitude Decimal Degrees,Longitude Decimal Degrees
3466,KCXL,CXL,CALEXICO INTERNATIONAL,CALEXICO,USA,32,40,10,N,115,30,47,W,2,32.669,-115.513
3467,KCXO,CXO,MONTGOMERY CO,CONROE,USA,30,21,6,N,95,24,52,W,75,30.352,-95.414
3468,KCYS,CYS,CHEYENNE,CHEYENNE,USA,41,9,20,N,104,48,42,W,1877,41.156,-104.812
3469,KDAL,DAL,DALLAS LOVE FLD,DALLAS,USA,32,50,49,N,96,51,6,W,149,32.847,-96.852
3470,KDAY,DAY,JAMES M COX DAYTON INTERNATIONAL,DAYTON,USA,39,54,8,N,84,13,9,W,308,39.902,-84.219
3471,KDCA,DCA,RONALD REAGAN WASHINGTON NATIONAL,WASHINGTON,USA,38,51,7,N,77,2,15,W,5,38.852,-77.037
3474,KDEN,DEN,DENVER INTERNATIONAL,DENVER,USA,39,51,30,N,104,40,1,W,1656,39.858,-104.667
3475,KDET,DET,DETROIT CITY,DETROIT,USA,42,24,33,N,83,0,35,W,191,42.409,-83.01
3476,KDFW,DFW,DALLAS FORT WORTH INTERNATIONAL,DALLAS-FORT WORTH,USA,32,53,47,N,97,2,15,W,184,32.896,-97.037
3477,KDHN,DHN,DOTHAN RGNL,DOTHAN,USA,31,19,16,N,85,26,58,W,123,31.321,-85.449
3478,KDHT,DHT,DALHART MUNI,DALHART,USA,36,1,21,N,102,32,50,W,1217,36.023,-102.547
3479,KDLF,DLF,LAUGHLIN AFB,DEL RIO,USA,29,21,34,N,100,46,40,W,330,29.359,-100.778
3480,KDLH,DLH,DULUTH INTERNATIONAL,DULUTH,USA,46,50,31,N,92,11,37,W,436,46.842,-92.194
3481,KDMA,DMA,DAVIS MONTHAN AFB,TUCSON,USA,32,9,59,N,110,52,59,W,825,32.166,-110.883
3483,KDOV,DOV,DOVER AFB,DOVER,USA,39,7,48,N,75,27,59,W,10,39.13,-75.466
3484,KDPA,DPA,DU PAGE,WEST CHICAGO,USA,41,54,28,N,88,14,55,W,232,41.908,-88.249
3485,KDRI,DRI,BEAUREGARD PARISH,DERIDDER,USA,30,49,54,N,93,20,23,W,63,30.832,-93.34
3486,KDRO,DRO,DURANGO LA PLATA CO,DURANGO,USA,37,9,5,N,107,45,13,W,2038,37.151,-107.754
3487,KDRT,DRT,DEL RIO INTERNATIONAL,DEL RIO,USA,29,22,22,N,100,55,33,W,305,29.373,-100.926
3488,KDSM,DSM,DES MOINES INTERNATIONAL,DES MOINES,USA,41,32,2,N,93,39,45,W,292,41.534,-93.663
3489,KDTW,DTW,DETROIT METRO WAYNE CO,DETROIT,USA,42,12,44,N,83,21,12,W,197,42.212,-83.353
3490,KDUG,DUG,BISBEE DOUGLAS INTERNATIONAL,DOUGLAS,USA,31,28,8,N,109,36,13,W,1267,31.469,-109.604
3491,KDYS,DYS,DYESS AFB,ABILENE,USA,32,25,14,N,99,51,16,W,546,32.421,-99.854
3492,KECG,ECG,ELIZABETH CITY CGAS RGNL,ELIZABETH CITY,USA,36,15,38,N,76,10,28,W,4,36.261,-76.174
3493,KEDW,EDW,EDWARDS AFB,EDWARDS AFB,USA,34,54,19,N,117,53,1,W,702,34.905,-117.884
3494,KEFD,EFD,ELLINGTON FLD,HOUSTON,USA,29,36,26,N,95,9,31,W,10,29.607,-95.159
3495,KEGP,EGP,EAGLE PASS MUNI,EAGLE PASS,USA,28,42,0,N,100,28,46,W,246,28.7,-100.479
3496,KEKN,EKN,ELKINS RANDOLPH CO JENNINGS RANDOLPH,ELKINS,USA,38,53,22,N,79,51,25,W,606,38.889,-79.857
3497,KELD,ELD,SOUTH ARKANSAS RGNL AT GOODWIN FLD,EL DORADO,USA,33,13,15,N,92,48,47,W,85,33.221,-92.813
3498,KELP,ELP,EL PASO INTERNATIONAL,EL PASO,USA,31,48,24,N,106,22,40,W,1207,31.807,-106.378
3499,KEND,END,VANCE AFB,ENID,USA,36,20,23,N,97,54,58,W,399,36.34,-97.916
3500,KENV,ENV,WENDOVER,WENDOVER,USA,40,43,7,N,114,1,51,W,1291,40.719,-114.031
3501,KESF,ESF,ESLER RGNL,ALEXANDRIA,USA,31,23,41,N,92,17,44,W,35,31.395,-92.296
3502,KEWN,EWN,CRAVEN CO RGNL,NEW BERN,USA,35,4,22,N,77,2,34,W,6,35.073,-77.043
3503,KEWR,EWR,NEWARK LIBERTY INTERNATIONAL,NEWARK,USA,40,41,32,N,74,10,7,W,6,40.692,-74.169
3504,KEYW,EYW,KEY WEST INTERNATIONAL,KEY WEST,USA,24,33,22,N,81,45,34,W,1,24.556,-81.759
3505,KFAF,FAF,FELKER AAF,FORT EUSTIS,USA,37,7,57,N,76,36,31,W,4,37.133,-76.609
3506,KFAT,FAT,FRESNO YOSEMITE INTERNATIONAL,FRESNO,USA,36,46,34,N,119,43,5,W,103,36.776,-119.718
3507,KFCS,FCS,BUTTS AAF,FORT CARSON,USA,38,40,42,N,104,45,23,W,1780,38.678,-104.756
3508,KFFO,FFO,WRIGHT PATTERSON AFB,DAYTON,USA,39,49,34,N,84,2,54,W,251,39.826,-84.048
3509,KFHU,FHU,SIERRA VISTA MUNI LIBBY AAF,FORT HUACHUCA,USA,31,35,18,N,110,20,39,W,1439,31.588,-110.344
3510,KFLL,FLL,FORT LAUDERDALE HOLLYWOOD INTERNATIONAL,FORT LAUDERDALE,USA,26,4,21,N,80,9,9,W,3,26.072,-80.153
3511,KFLO,FLO,FLORENCE RGNL,FLORENCE,USA,34,11,7,N,79,43,26,W,45,34.185,-79.724
3512,KFLV,FLV,SHERMAN AAF,FORT LEAVENWORTH,USA,39,22,6,N,94,54,52,W,236,39.368,-94.914
3514,KFMH,FMH,OTIS ANGB,FALMOUTH,USA,41,39,30,N,70,31,17,W,40,41.658,-70.521
3515,KFMN,FMN,FOUR CORNERS RGNL,FARMINGTON,USA,36,44,28,N,108,13,47,W,1679,36.741,-108.23
3516,KFMY,FMY,PAGE FLD,FORT MYERS,USA,26,35,11,N,81,51,47,W,6,26.586,-81.863
3517,KFOD,FOD,FORT DODGE RGNL,FORT DODGE,USA,42,33,5,N,94,11,33,W,353,42.551,-94.193
3518,KFOE,FOE,FORBES FLD,TOPEKA,USA,38,57,3,N,95,39,49,W,329,38.951,-95.664
3519,KFOK,FOK,THE FRANCIS S GABRESKI,WEST HAMPTON BEACH,USA,40,50,37,N,72,37,54,W,21,40.844,-72.632
3520,KFRI,FRI,MARSHALL AAF,FORT RILEY,USA,39,3,18,N,96,45,52,W,325,39.055,-96.764
3521,KFSI,FSI,HENRY POST AAF,FORT SILL,USA,34,38,59,N,98,24,7,W,363,34.65,-98.402
3522,KFSM,FSM,FORT SMITH RGNL,FORT SMITH,USA,35,20,11,N,94,22,2,W,143,35.336,-94.367
3523,KFTK,FTK,GODMAN AAF,FORT KNOX,USA,37,54,25,N,85,58,19,W,231,37.907,-85.972
3524,KFTW,FTW,FORT WORTH MEACHAM INTERNATIONAL,FORT WORTH,USA,32,49,11,N,97,21,44,W,217,32.82,-97.362
3526,KFXE,FXE,FORT LAUDERDALE EXECUTIVE,FORT LAUDERDALE,USA,26,11,50,N,80,10,14,W,5,26.197,-80.171
3527,KFYV,FYV,DRAKE FLD,FAYETTEVILLE,USA,36,0,18,N,94,10,12,W,382,36.005,-94.17
3528,KGAG,GAG,GAGE,GAGE,USA,36,17,43,N,99,46,35,W,678,36.295,-99.776
3529,KGCK,GCK,GARDEN CITY RGNL,GARDEN CITY,USA,37,55,39,N,100,43,27,W,881,37.927,-100.724
3530,KGEG,GEG,SPOKANE INTERNATIONAL,SPOKANE,USA,47,37,11,N,117,32,1,W,723,47.62,-117.534
3532,KGFK,GFK,GRAND FORKS INTERNATIONAL,GRAND FORKS,USA,47,56,57,N,97,10,34,W,258,47.949,-97.176
3533,KGGG,GGG,EAST TEXAS RGNL,LONGVIEW,USA,32,23,5,N,94,42,41,W,112,32.385,-94.711
3534,KGLS,GLS,SCHOLES INTERNATIONAL AT GALVESTON,GALVESTON,USA,29,15,55,N,94,51,37,W,2,29.265,-94.86
3535,KGNT,GNT,GRANTS MILAN MUNI,GRANTS,USA,35,9,55,N,107,54,2,W,1988,35.165,-107.901
3536,KGNV,GNV,GAINESVILLE RGNL,GAINESVILLE,USA,29,41,24,N,82,16,18,W,47,29.69,-82.272
3537,KGRB,GRB,AUSTIN STRAUBEL INTERNATIONAL,GREEN BAY,USA,44,29,6,N,88,7,46,W,212,44.485,-88.129
3538,KGRF,GRF,GRAY AAF,FORT LEWIS,USA,47,4,45,N,122,34,50,W,93,47.079,-122.581
3539,KGRK,GRK,ROBERT GRAY AAF,KILLEEN,USA,31,4,2,N,97,49,44,W,311,31.067,-97.829
3540,KGRR,GRR,GERALD R FORD INTERNATIONAL,GRAND RAPIDS,USA,42,52,51,N,85,31,22,W,242,42.881,-85.523
3541,KGSB,GSB,SEYMOUR JOHNSON AFB,GOLDSBORO,USA,35,20,21,N,77,57,38,W,34,35.339,-77.961
3542,KGTB,GTB,WHEELER SACK AAF,FORT DRUM,USA,44,3,20,N,75,43,10,W,211,44.056,-75.719
3543,KGTF,GTF,GREAT FALLS INTERNATIONAL,GREAT FALLS,USA,47,28,55,N,111,22,14,W,1121,47.482,-111.371
3544,KGUS,GUS,GRISSOM ARB,PERU,USA,40,38,53,N,86,9,7,W,248,40.648,-86.152
3545,KGVT,GVT,MAJORS,GREENVILE,USA,33,4,4,N,96,3,55,W,164,33.068,-96.065
3546,KGVW,GVW,RICHARDS GEBAUR MEMORIAL,GRANDVIEW,USA,38,50,36,N,94,33,38,W,333,38.843,-94.561
3547,KGWO,GWO,GREENWOOD LEFLORE,GREENWOOD,USA,33,29,39,N,90,5,4,W,50,33.494,-90.084
3549,KHBR,HBR,HOBART MUNI,HOBART,USA,34,59,28,N,99,3,4,W,477,34.991,-99.051
3550,KHFD,HFD,HARTFORD BRAINARD,HARTFORD,USA,41,44,10,N,72,39,0,W,6,41.736,-72.65
3551,KHHR,HHR,JACK NORTHROP FLD HAWTHORNE MUNI,HAWTHORNE,USA,33,55,22,N,118,20,6,W,21,33.923,-118.335
3552,KHIB,HIB,CHISHOLM HIBBING,HIBBING,USA,47,23,11,N,92,50,20,W,413,47.386,-92.839
3553,KHIF,HIF,HILL AFB,OGDEN,USA,41,7,26,N,111,58,22,W,1460,41.124,-111.973
3554,KHKY,HKY,HICKORY RGNL,HICKORY,USA,35,44,28,N,81,23,22,W,363,35.741,-81.389
3555,KHLN,HLN,HELENA RGNL,HELENA,USA,46,36,24,N,111,58,57,W,1182,46.607,-111.983
3556,KHLR,HLR,HOOD AAF,FORT HOOD,USA,31,8,19,N,97,42,52,W,282,31.139,-97.714
3557,KHMN,HMN,HOLLOMAN AFB,ALAMOGORDO,USA,32,51,9,N,106,6,23,W,1248,32.852,-106.106
3558,KHOB,HOB,LEA CO RGNL,HOBBS,USA,32,41,15,N,103,13,1,W,1116,32.688,-103.217
3559,KHON,HON,HURON RGNL,HURON,USA,44,23,6,N,98,13,42,W,393,44.385,-98.228
3560,KHOP,HOP,CAMPBELL AAF,HOPKINSVILLE,USA,36,40,6,N,87,29,46,W,175,36.668,-87.496
3561,KHOU,HOU,WILLIAM P HOBBY,HOUSTON,USA,29,38,43,N,95,16,44,W,15,29.645,-95.279
3562,KHPN,HPN,WESTCHESTER CO,WHITE PLAINS,USA,41,4,1,N,73,42,27,W,134,41.067,-73.707
3563,KHRL,HRL,VALLEY INTERNATIONAL,HARLINGEN,USA,26,13,42,N,97,39,15,W,11,26.228,-97.654
3564,KHRO,HRO,BOONE CO,HARRISON,USA,36,15,41,N,93,9,17,W,417,36.261,-93.155
3565,KHRT,HRT,HURLBURT FLD,MARY ESTHER,USA,30,25,40,N,86,41,21,W,12,30.428,-86.689
3566,KHST,HST,HOMESTEAD ARB,HOMESTEAD,USA,25,29,18,N,80,23,1,W,3,25.488,-80.384
3568,KHTL,HTL,ROSCOMMON CO,HOUGHTON LAKE,USA,44,21,35,N,84,40,16,W,351,44.36,-84.671
3569,KHUA,HUA,REDSTONE AAF,REDSTONE,USA,34,40,43,N,86,41,5,W,209,34.679,-86.685
3570,KHUF,HUF,TERRE HAUTE INTERNATIONAL HULMAN FLD,TERRE HAUTE,USA,39,27,5,N,87,18,27,W,180,39.451,-87.307
3571,KHUL,HUL,HOULTON INTERNATIONAL,HOULTON,USA,46,7,23,N,67,47,31,W,150,46.123,-67.792
3572,KHVR,HVR,HAVRE CITY CO,HAVRE,USA,48,32,34,N,109,45,44,W,790,48.543,-109.762
3573,KHWO,HWO,NORTH PERRY,HOLLYWOOD,USA,26,0,5,N,80,14,25,W,3,26.001,-80.24
3574,KIAB,IAB,MC CONNELL AFB,WICHITA,USA,37,37,22,N,97,16,2,W,418,37.623,-97.267
3575,KIAD,IAD,WASHINGTON DULLES INTERNATIONAL,WASHINGTON,USA,38,56,40,N,77,27,20,W,96,38.944,-77.456
3576,KIAG,IAG,NIAGARA FALLS INTERNATIONAL,NIAGARA FALLS,USA,43,6,26,N,78,56,46,W,180,43.107,-78.946
3577,KIAH,IAH,GEORGE BUSH INTCNTL HOUSTON,HOUSTON,USA,29,58,49,N,95,20,23,W,30,29.98,-95.34
3578,KICT,ICT,WICHITA MID CONTINENT,WICHITA,USA,37,38,59,N,97,25,59,W,407,37.65,-97.433
3579,KIKK,IKK,GREATER KANKAKEE,KANKAKEE,USA,41,4,17,N,87,50,46,W,193,41.071,-87.846
3580,KIKR,ABQ,ALBUQUERQUE INTERNATIONAL SUNPORT,KIRTLAND A.F.B.,USA,35,2,24,N,106,36,33,W,1633,35.04,-106.609
3581,KILG,ILG,NEW CASTLE CO,WILMINGTON,USA,39,40,43,N,75,36,23,W,25,39.679,-75.606
3582,KILM,ILM,WILMINGTON INTERNATIONAL,WILMINGTON,USA,34,16,14,N,77,54,9,W,10,34.271,-77.903
3583,KIND,IND,INDIANAPOLIS INTERNATIONAL,INDIANAPOLIS,USA,39,43,2,N,86,17,39,W,243,39.717,-86.294
3585,KINK,INK,WINKLER CO,WINK,USA,31,46,46,N,103,12,4,W,860,31.779,-103.201
3586,KINL,INL,FALLS INTERNATIONAL,INTERNATIONAL FALLS,USA,48,33,58,N,93,24,11,W,362,48.566,-93.403
3587,KINS,INS,INDIAN SPRINGS AF AUX,INDIAN SPRINGS,USA,36,35,13,N,115,40,24,W,955,36.587,-115.673
3588,KINT,INT,SMITH REYNOLDS,WINSTON-SALEM,USA,36,8,1,N,80,13,19,W,296,36.134,-80.222
3589,KIPL,IPL,IMPERIAL CO,IMPERIAL,USA,32,50,3,N,115,34,43,W,-17,32.834,-115.579
3590,KIPT,IPT,WILLIAMSPORT RGNL,WILLIAMSPORT,USA,41,14,31,N,76,55,16,W,162,41.242,-76.921
3591,KISN,ISN,SLOULIN FLD INTERNATIONAL,WILLISTON,USA,48,10,40,N,103,38,32,W,605,48.178,-103.642
3592,KISP,ISP,LONG ISLAND MAC ARTHUR,ISLIP,USA,40,47,42,N,73,6,0,W,31,40.795,-73.1
3593,KJAN,JAN,JACKSON INTERNATIONAL,JACKSON,USA,32,18,40,N,90,4,33,W,106,32.311,-90.076
3594,KJAX,JAX,JACKSONVILLE INTERNATIONAL,JACKSONVILLE,USA,30,29,38,N,81,41,16,W,10,30.494,-81.688
3595,KJBR,JBR,JONESBORO MUNI,JONESBORO,USA,35,49,54,N,90,38,46,W,80,35.832,-90.646
3596,KJFK,JFK,JOHN F KENNEDY INTERNATIONAL,NEW YORK,USA,40,38,23,N,73,46,44,W,4,40.64,-73.779
3599,KLAN,LAN,CAPITAL CITY,LANSING,USA,42,46,43,N,84,35,14,W,263,42.779,-84.587
3600,KLAS,LAS,MC CARRAN INTERNATIONAL,LAS VEGAS,USA,36,4,49,N,115,9,8,W,665,36.08,-115.152
3601,KLAX,LAX,LOS ANGELES INTERNATIONAL,LOS ANGELES,USA,33,56,33,N,118,24,29,W,39,33.942,-118.408
3602,KLBB,LBB,LUBBOCK INTERNATIONAL,LUBBOCK,USA,33,39,49,N,101,49,22,W,1001,33.664,-101.823
3603,KLCH,LCH,LAKE CHARLES RGNL,LAKE CHARLES,USA,30,7,34,N,93,13,24,W,5,30.126,-93.223
3604,KLCK,LCK,RICKENBACKER INTERNATIONAL,COLUMBUS,USA,39,48,49,N,82,55,40,W,227,39.814,-82.928
3605,KLFI,LFI,LANGLEY AFB,HAMPTON,USA,37,4,58,N,76,21,37,W,4,37.083,-76.36
3606,KLFK,LFK,ANGELINA CO,LUFKIN,USA,31,14,2,N,94,45,0,W,91,31.234,-94.75
3607,KLFT,LFT,LAFAYETTE RGNL,LAFAYETTE,USA,30,12,19,N,91,59,15,W,13,30.205,-91.987
3608,KLGA,LGA,LA GUARDIA,NEW YORK,USA,40,46,38,N,73,52,21,W,7,40.777,-73.872
3609,KLGB,LGB,LONG BEACH,LONG BEACH,USA,33,49,3,N,118,9,5,W,19,33.818,-118.151
3610,KLHW,LHW,WRIGHT AAF,WRIGHT,USA,31,53,20,N,81,33,44,W,15,31.889,-81.562
3611,KLIT,LIT,ADAMS FLD,LITTLE ROCK,USA,34,43,46,N,92,13,27,W,80,34.729,-92.224
3613,KLNA,LNA,PALM BEACH CO PARK,WEST PALM BEACH,USA,26,35,34,N,80,5,6,W,5,26.593,-80.085
3614,KLNK,LNK,LINCOLN MUNI,LINCOLN,USA,40,51,3,N,96,45,33,W,372,40.851,-96.759
3615,KLOU,LOU,BOWMAN FLD,LOUISVILLE,USA,38,13,40,N,85,39,49,W,167,38.228,-85.664
3616,KLRD,LRD,LAREDO INTERNATIONAL,LAREDO,USA,27,32,37,N,99,27,41,W,155,27.544,-99.461
3617,KLRF,LRF,LITTLE ROCK AFB,JACKSONVILLE,USA,34,55,5,N,92,8,47,W,95,34.918,-92.146
3618,KLSF,LSF,LAWSON AAF,FORT BENNING,USA,32,20,14,N,84,59,28,W,71,32.337,-84.991
3619,KLSV,LSV,NELLIS AFB,LAS VEGAS,USA,36,14,10,N,115,2,3,W,570,36.236,-115.034
3620,KLTS,LTS,ALTUS AFB,ALTUS,USA,34,40,1,N,99,16,0,W,422,34.667,-99.267
3621,KLUF,LUF,LUKE AFB,PHOENIX,USA,33,32,6,N,112,22,59,W,331,33.535,-112.383
3622,KLUK,LUK,CINCINNATI MUNI LUNKEN FLD,CINCINNATI,USA,39,6,12,N,84,25,7,W,148,39.103,-84.419
3623,KMAF,MAF,MIDLAND INTERNATIONAL,MIDLAND,USA,31,56,33,N,102,12,6,W,876,31.942,-102.202
3624,KMCC,MCC,MC CLELLAN AFLD,SACRAMENTO,USA,38,40,3,N,121,24,2,W,23,38.667,-121.401
3625,KMCF,MCF,MACDILL AFB,TAMPA,USA,27,50,57,N,82,31,16,W,5,27.849,-82.521
3626,KMCI,MCI,KANSAS CITY INTERNATIONAL,KANSAS CITY,USA,39,17,51,N,94,42,50,W,313,39.297,-94.714
3627,KMCN,MCN,MIDDLE GEORGIA RGNL,MACON,USA,32,41,34,N,83,38,57,W,108,32.693,-83.649
3628,KMCO,MCO,ORLANDO INTERNATIONAL,ORLANDO,USA,28,25,44,N,81,18,57,W,30,28.429,-81.316
3629,KMDT,MDT,HARRISBURG INTERNATIONAL,HARRISBURG,USA,40,11,36,N,76,45,48,W,95,40.193,-76.763
3630,KMDW,MDW,CHICAGO MIDWAY INTERNATIONAL,CHICAGO,USA,41,47,9,N,87,45,8,W,189,41.786,-87.752
3631,KMEM,MEM,MEMPHIS INTERNATIONAL,MEMPHIS,USA,35,2,32,N,89,58,36,W,104,35.042,-89.977
3632,KMER,MER,CASTLE,MERCED,USA,37,22,49,N,120,34,5,W,58,37.38,-120.568
3633,KMFE,MFE,MC ALLEN MILLER INTERNATIONAL,MCALLEN,USA,26,10,33,N,98,14,19,W,33,26.176,-98.239
3634,KMGE,MGE,DOBBINS ARB,MARIETTA,USA,33,54,55,N,84,30,58,W,326,33.915,-84.516
3635,KMHR,MHR,SACRAMENTO MATHER,SACRAMENTO,USA,38,33,14,N,121,17,51,W,30,38.554,-121.297
3636,KMIA,MIA,MIAMI INTERNATIONAL,MIAMI,USA,25,47,35,N,80,17,26,W,3,25.793,-80.291
3637,KMIB,MIB,MINOT AFB,MINOT,USA,48,24,56,N,101,21,27,W,509,48.416,-101.357
3638,KMIV,MIV,MILLVILLE MUNI,MILLVILLE,USA,39,22,4,N,75,4,20,W,26,39.368,-75.072
3639,KMKE,MKE,GENERAL MITCHELL INTERNATIONAL,MILWAUKEE,USA,42,56,50,N,87,53,47,W,221,42.947,-87.896
3640,KMKL,MKL,MC KELLAR SIPES RGNL,JACKSON,USA,35,35,59,N,88,54,56,W,133,35.6,-88.916
3641,KMKO,MKO,DAVIS FLD,MUSKOGEE,USA,35,39,27,N,95,21,41,W,186,35.657,-95.361
3642,KMLB,MLB,MELBOURNE INTERNATIONAL,MELBOURNE,USA,28,6,9,N,80,38,42,W,11,28.103,-80.645
3643,KMLC,MLC,MC ALESTER RGNL,MCALESTER,USA,34,52,56,N,95,47,0,W,235,34.882,-95.783
3644,KMLT,MLT,MILLINOCKET MUNI,MILLINOCKET,USA,45,38,52,N,68,41,8,W,125,45.648,-68.686
3645,KMLU,MLU,MONROE RGNL,MONROE,USA,32,30,39,N,92,2,15,W,25,32.511,-92.037
3646,KMMV,MMV,MC MINNVILLE MUNI,MACKMINNVILLE,USA,45,11,40,N,123,8,9,W,50,45.194,-123.136
3647,KMNM,MNM,MENOMINEE MARINETTE TWIN CO,MACON,USA,45,7,35,N,87,38,18,W,191,45.126,-87.638
3648,KMOB,MOB,MOBILE RGNL,MOBILE,USA,30,41,29,N,88,14,34,W,67,30.691,-88.243
3649,KMOD,MOD,MODESTO CITY CO HARRY SHAM,MODESTO,USA,37,37,32,N,120,57,15,W,30,37.626,-120.954
3650,KMOT,MOT,MINOT INTERNATIONAL,MINOT,USA,48,15,33,N,101,16,49,W,519,48.259,-101.28
3651,KMPV,MPV,EDWARD F KNAPP STATE,MONTPELIER,USA,44,12,12,N,72,33,44,W,356,44.203,-72.562
3652,KMQT,MQT,SAWYER INTERNATIONAL,MARQUETTE,USA,46,32,2,N,87,33,42,W,433,46.534,-87.562
3653,KMSN,MSN,DANE CO RGNL TRUAX FLD,MADISON,USA,43,8,23,N,89,20,15,W,271,43.14,-89.337
3654,KMSP,MSP,MINNEAPOLIS ST PAUL INTERNATIONAL,MINNEAPOLIS,USA,44,52,49,N,93,13,0,W,257,44.88,-93.217
3655,KMSS,MSS,MASSENA INTERNATIONAL RICHARDS FLD,MASSENA,USA,44,56,9,N,74,50,43,W,66,44.936,-74.845
3656,KMSY,MSY,LOUIS ARMSTRONG NEW ORLEANS INTERNATIONAL,NEW ORLEANS,USA,29,59,36,N,90,15,28,W,2,29.993,-90.258
3657,KMTC,MTC,SELFRIDGE ANGB,MOUNT CLEMENS,USA,42,36,46,N,82,49,54,W,177,42.613,-82.832
3658,KMUI,MUI,MUIR AAF,MUIR,USA,40,26,5,N,76,34,9,W,150,40.435,-76.569
3659,KMUO,MUO,MOUNTAIN HOME AFB,MOUNTAIN HOME,USA,43,2,36,N,115,52,20,W,914,43.043,-115.872
3660,KMWH,MWH,GRANT CO INTERNATIONAL,GRANT COUNTY AIRPORT,USA,47,12,27,N,119,19,12,W,362,47.208,-119.32
3661,KMWL,MWL,MINERAL WELLS,MINERAL WELLS,USA,32,46,53,N,98,3,36,W,297,32.781,-98.06
3662,KMXF,MXF,MAXWELL AFB,MONTGOMERY,USA,32,22,45,N,86,21,45,W,53,32.379,-86.362
3663,KMYR,MYR,MYRTLE BEACH INTERNATIONAL,MYRTLE BEACH,USA,33,40,47,N,78,55,42,W,8,33.68,-78.928
3665,KNBC,NBC,BEAUFORT MCAS,BEAUFORT,USA,32,28,38,N,80,43,23,W,11,32.477,-80.723
3666,KNBG,NBG,NEW ORLEANS NAS JRB,NEW ORLEANS,USA,29,49,31,N,90,2,6,W,1,29.825,-90.035
3669,KNCA,NCA,NEW RIVER MCAS,JACKSONVILLE,USA,34,42,30,N,77,26,22,W,8,34.708,-77.439
3672,KNEL,NEL,LAKEHURST NAES,LAKEHURST,USA,40,2,0,N,74,21,12,W,32,40.033,-74.353
3674,KNFL,NFL,FALLON NAS,FALLON,USA,39,24,59,N,118,42,3,W,1200,39.416,-118.701
3675,KNGU,NGU,NORFOLK NS,NORFOLK,USA,36,56,15,N,76,17,21,W,5,36.938,-76.289
3677,KNHK,NHK,PATUXENT RIVER NAS,PATUXENT RIVER,USA,38,17,9,N,76,24,42,W,12,38.286,-76.412
3678,KNID,NID,CHINA LAKE NAWS,CHINA,USA,35,41,16,N,117,41,26,W,696,35.688,-117.691
3679,KNIP,NIP,JACKSONVILLE NAS,JACKSONVILLE,USA,30,14,9,N,81,40,50,W,7,30.236,-81.681
3681,KNJK,NJK,EL CENTRO NAF,EL CENTRO,USA,32,49,45,N,115,40,18,W,-13,32.829,-115.672
3682,KNKT,NKT,CHERRY POINT MCAS,CHERRY POINT,USA,34,54,9,N,76,52,51,W,9,34.902,-76.881
3683,KNKX,NKX,MIRAMAR MCAS,MIRAMAR,USA,32,52,6,N,117,8,33,W,146,32.868,-117.143
3684,KNLC,NLC,LEMOORE NAS,LEMOORE,USA,36,19,58,N,119,57,7,W,72,36.333,-119.952
3686,KNMM,NMM,MERIDIAN NAS,MERIDIAN,USA,32,33,7,N,88,33,20,W,97,32.552,-88.556
3687,KNOW,NOW,PORT ANGELES CGAS,PORT ANGELES,USA,48,8,29,N,123,24,50,W,4,48.141,-123.414
3688,KNPA,NPA,PENSACOLA NAS,PENSACOLA,USA,30,21,9,N,87,19,7,W,9,30.353,-87.319
3689,KNQA,NQA,MILLINGTON MUNI,MILLINGTON,USA,35,21,24,N,89,52,13,W,98,35.357,-89.87
3690,KNQI,NQI,KINGSVILLE NAS,KINGSVILLE,USA,27,30,26,N,97,48,35,W,16,27.507,-97.81
3691,KNQX,NQX,KEY WEST NAS,KEY WEST,USA,24,34,33,N,81,41,20,W,2,24.576,-81.689
3693,KNSE,NSE,WHITING FLD NAS NORTH,MILTON,USA,30,43,27,N,87,1,19,W,61,30.724,-87.022
3695,KNTD,NTD,POINT MUGU NAS,POINT MUGU,USA,34,7,13,N,119,7,15,W,4,34.12,-119.121
3696,KNTK,NTK,TUSTIN MCAF,TUSTIN,USA,33,42,22,N,117,49,38,W,17,33.706,-117.827
3697,KNTU,NTU,OCEANA NAS,OCEANA,USA,36,49,14,N,76,2,0,W,7,36.821,-76.033
3698,KNUQ,NUQ,MOFFETT FEDERAL AFLD,MOUNTAIN VIEW,USA,37,24,54,N,122,2,53,W,10,37.415,-122.048
3699,KNUW,NUW,WHIDBEY ISLAND NAS,WHIDBEY ISLAND,USA,48,21,6,N,122,39,21,W,15,48.352,-122.656
3701,KNXP,NXP,TWENTYNINE PALMS EAF,TWENTY NINE PALMS,USA,34,17,46,N,116,9,43,W,623,34.296,-116.162
3702,KNXX,NXX,WILLOW GROVE NAS JRB,WILLOW GROVE,USA,40,11,59,N,75,8,53,W,111,40.2,-75.148
3703,KNYG,NYG,QUANTICO MCAF,QUANTICO,USA,38,30,6,N,77,18,19,W,4,38.502,-77.305
3704,KNZC,NZC,CECIL FLD,JACKSONVILLE,USA,30,13,7,N,81,52,35,W,25,30.219,-81.876
3706,KNZY,NZY,NORTH ISLAND NAS,SAN DIEGO,USA,32,41,57,N,117,12,55,W,8,32.699,-117.215
3707,KOAK,OAK,METROPOLITAN OAKLAND INTERNATIONAL,OAKLAND,USA,37,43,16,N,122,13,14,W,2,37.721,-122.221
