,IATA Code,Airport Name,Latitude Decimal Degrees,Longitude Decimal Degrees,City
1713,NTR,DEL NORTE INTERNATIONAL,25.866,-100.237,monterrey
1714,AGU,JESUS TERAN INTERNATIONAL,21.705,-102.318,aguascalientes
1715,HUX,BAHIAS DE HUATULCO INTERNATIONAL,15.775,-96.261,bahias dehuatulco
1716,CVJ,CUERNAVACA,18.835,-99.262,cuernavaca
1717,CME,CIUDAD DEL CARMEN INTERNATIONAL,18.654,-91.799,ciudad del carmen
1718,CUL,CULIACAN INTERNATIONAL,24.764,-107.474,culiacan
1719,CTM,CHETUMAL INTERNATIONAL,18.504,-88.327,chetumal
1720,CEN,CIUDAD OBREGON INTERNATIONAL,27.392,-109.833,ciudad obregon
1721,CPE,INGENIERO ALBERTO ACUNA ONGAY INTERNATIONAL,19.817,-90.5,campeche
1722,CJS,ABRAHAM GONZALEZ INTERNATIONAL,31.636,-106.429,ciudad juarez
1723,CUU,GENERAL R FIERRO VILLALOBOS INTERNATIONAL,28.703,-105.964,chihuahua
1724,CVM,CIUDAD VICTORIA,23.704,-98.956,ciudad victoria
1725,CZM,COZUMEL INTERNATIONAL,20.522,-86.926,cozumel
1726,MMC,CIUDAD MANTE,22.74,-99.018,ciudad mante
1727,DGO,DURANGO INTERNATIONAL,24.124,-104.528,durango
1728,TPQ,TEPIC,21.419,-104.843,tepic
1729,ESE,GENERAL ALBERTO L SALINAS C INTERNATIONAL,31.795,-116.602,ensenada
1730,GDL,DON MIGUEL Y HIDALGO INTERNATIONAL,20.522,-103.311,guadalajara
1731,GYM,GENERAL JOSE MARIA YANEZ INTERNATIONAL,27.969,-110.925,guaymas
1732,TCN,TEHUACAN,18.497,-97.42,tehuacan
1733,HMO,GENERAL IGNACIO P GARCIA INTERNATIONAL,29.096,-111.048,hermosillo
1734,CLQ,COLIMA,19.277,-103.577,colima
1735,ISJ,ISLA MUJERES,21.245,-86.74,isla mujeres
1736,SLW,PLAN DE GUADALUPE INTERNATIONAL,25.549,-100.929,saltillo
1737,LZC,LAZARO CARDENAS,18.002,-102.22,lazard cardenas
1738,LMM,VALLE DEL FUERTE INTERNATIONAL,25.685,-109.081,los mochis
1739,BJX,DE GUANAJUATO INTERNATIONAL,20.993,-101.481,del bajio
1740,LAP,GENERAL MANUEL MARQUEZ DE LEON INTERNATIONAL,24.072,-110.362,la paz
1741,LTO,LORETO INTERNATIONAL,25.989,-111.348,loreto
1742,MAM,GENERAL SERVANDO CANALES INTERNATIONAL,25.77,-97.525,matamoros
1743,MID,LICENCIADO MANUEL CRECENCIO REJON INTERNATIONAL,20.937,-89.657,merida
1744,MXL,GENERAL RODOLFO SANCHEZ TABOADA INTERNATIONAL,32.631,-115.241,mexicali
1745,MLM,GENERAL FRANCISCO J MUJICA,19.85,-101.025,morelia
1746,MTT,MINATITLAN,18.103,-94.581,minatitlan
1747,LOV,MONCLOVA INTERNATIONAL,26.956,-101.47,monclova
1748,MEX,LICENCIADO BENITO JUAREZ INTERNATIONAL,19.436,-99.072,mexico city
1749,MTY,GENERAL MARIANO ESCOBEDO INTERNATIONAL,25.778,-100.107,monterrey
1750,MZT,GENERAL RAFAEL BUELNA INTERNATIONAL,23.161,-106.266,mazatlan
1751,NOG,NOGALES INTERNATIONAL,31.226,-110.976,nogales
1752,NLD,QUETZALCOATL INTERNATIONAL,27.444,-99.57,nuevo laredo
1753,OAX,XOXOCOTLAN INTERNATIONAL,17.0,-96.726,oaxaca
1754,PAZ,TAJIN,20.603,-97.461,poza rico
1755,PBC,HERMANOS SERDAN INTERNATIONAL,19.158,-98.371,puebla
1756,PCA,INGENIERO JUAN GUILLERMO VILLASANA,20.077,-98.782,pachuca
1757,PPE,PUNTA PENASCO,31.352,-113.526,punta penasco
1758,PDS,PIEDRAS NEGRAS INTERNATIONAL,28.627,-100.535,piedras negras
1759,UPN,LICENCIADO Y GEN IGNACIO LOPEZ RAYON,19.397,-102.039,uruapan
1760,PVR,LICENCIADO GUSTAVO DIAZ ORDAZ INTERNATIONAL,20.68,-105.254,puerto vallarta
1761,PXM,PUERTO ESCONDIDO,15.877,-97.089,puerto escondido
1762,QRO,INGENIERO F ESPINOZA GUTIERREZ INTERNATIONAL,20.624,-100.369,queretaro
1763,REX,GENERAL LUCIO BLANCO INTERNATIONAL,26.009,-98.228,reynosa
1764,SJD,LOS CABOS INTERNATIONAL,23.152,-109.721,san jose del cabo
1765,SLP,PONCIANO ARRIAGA INTERNATIONAL,22.254,-100.931,san luis potosi
1766,TXA,TLAXCALA,19.536,-98.173,tlaxcala
1767,TRC,TORREON INTERNATIONAL,25.568,-103.411,torreon
1768,TGZ,FRANCISCO SARABIA,16.769,-93.341,tuxtla gutierrez
1769,TIJ,GENERAL ABELARDO L RODRIGUEZ INTERNATIONAL,32.541,-116.97,tijuana
1770,TAM,GENERAL FRANCISCO JAVIER MINA INTERNATIONAL,22.296,-97.866,tampico
1771,TSL,TAMUIN,22.038,-98.806,tamuin
1772,TLC,LICENCIADO ADOLFO LOPEZ MATEOS INTERNATIONAL,19.337,-99.566,toluca
1773,TAP,TAPACHULA INTERNATIONAL,14.794,-92.37,tapachula
1774,CUN,CANCUN INTERNATIONAL,21.036,-86.877,cancun
1775,VSA,C P A CARLOS ROVIROSA INTERNATIONAL,17.997,-92.817,villahermosa
1776,VER,GENERAL HERIBERTO JARA INTERNATIONAL,19.145,-96.187,vera cruz
1777,ZCL,GENERAL LEOBARDO C RUIZ INTERNATIONAL,22.897,-102.687,zacatecas
1778,ZIH,IXTAPA ZIHUATANEJO INTERNATIONAL,17.601,-101.46,zihuatanejo
1779,ZMM,ZAMORA,20.045,-102.276,zamora
1780,ZLO,PLAYA DE ORO INTERNATIONAL,19.145,-104.559,manzanillo
1781,BEF,BLUEFIELDS,11.989,-83.774,bluefields
1782,MGA,MANAGUA INTERNATIONAL,12.141,-86.168,managua
1783,PUZ,PUERTO CABEZAS,14.047,-83.387,puerto cabezas
1784,BOC,BOCAS DEL TORO,9.341,-82.251,bocas del toro
1785,CHX,CAP MANUEL NINO INTERNATIONAL,9.459,-82.517,changuinola
1786,DAV,ENRIQUE MALEK INTERNATIONAL,8.391,-82.435,david
1787,HOW,HOWARD AFB,8.914,-79.599,howard
1788,PAC,MARCOS A GELABERT INTERNATIONAL,8.973,-79.556,panama
1789,PTY,TOCUMEN INTERNATIONAL,9.071,-79.383,panama city
1790,OTR,COTO 47,8.601,-82.97,coto 47
1791,GLF,GOLFITO,8.654,-83.182,golfito
1792,LIR,DANIEL ODUBER QUIROS INTERNATIONAL,10.593,-85.544,liberia
1793,LIO,LIMON INTERNATIONAL,9.958,-83.022,limon
1794,NOB,NOSARA,9.976,-85.653,nosara beach
1795,SJO,JUAN SANTAMARIA INTERNATIONAL,9.994,-84.209,san jose
1796,PMZ,PALMAR SUR,8.951,-83.468,palmar sur
1797,XQP,QUEPOS MANAGUA,9.443,-84.13,quepos
1798,SAL,EL SALVADOR INTERNATIONAL,13.441,-89.056,san salvador
1799,CAP,CAP HAITIEN,19.732,-72.195,cap haitien
1800,PAP,PORT AU PRINCE INTERNATIONAL,18.58,-72.293,port-au-prince
1801,BCA,GUSTAVO RIZO,20.366,-74.506,baracoa playa
1802,BYM,CARLOS MANUEL DE CESPEDES,20.396,-76.621,bayamo
1803,AVI,MAXIMO GOMEZ,22.027,-78.789,ciego de avila
1804,CFG,JAIME GONZALEZ,22.15,-80.414,cienfuegos
1805,CYO,VILO ACUNA,21.616,-81.546,cayo
1806,CMW,IGNACIO AGRAMONTE INTERNATIONAL,21.42,-77.847,camaguey
1807,SCU,ANTONIO MACEO INTERNATIONAL,19.97,-75.836,santiago de cuba
1808,GAO,MARIANA GRAJALES,20.085,-75.158,guantanamo
1809,HAV,JOSE MARTI INTERNATIONAL,22.989,-82.409,havana
1810,HOG,FRANK PAIS,20.786,-76.315,holguin
1811,LCL,LA COLOMA,22.336,-83.642,la coloma
1812,MOA,ORESTES ACOSTA,20.654,-74.922,moa
1813,MZO,SIERRA MAESTRA,20.288,-77.089,manzanillo
1814,GER,RAFAEL PEREZ,21.835,-82.784,nueva gerona
1815,SNU,ABEL SANTAMARIA,22.492,-79.944,santa clara
1816,VRA,JUAN GUALBERTO GOMEZ INTERNATIONAL,23.034,-81.435,varadero
1817,VTU,HERMANOS AMEIJEIRAS,20.988,-76.936,las tunas
1818,CYB,GERRARD SMITH INTERNATIONAL,19.687,-79.883,cayman barac
1819,GCM,OWEN ROBERTS INTERNATIONAL,19.293,-81.357,georgetown
1820,ASD,ANDROS TOWN,24.698,-77.796,andros town
1821,MHH,MARSH HARBOUR,26.511,-77.083,marsh harbor
1822,SAQ,SAN ANDROS,25.054,-78.049,san andros
1823,AXP,SPRING POINT,22.442,-73.971,spring point
1824,TCB,TREASURE CAY,26.745,-77.391,treasure cay
1825,CCZ,CHUB CAY,25.417,-77.881,chub cay
1826,BIM,SOUTH BIMINI,25.7,-79.264,alice town
1827,GGT,EXUMA INTERNATIONAL,23.563,-75.878,great exuma
1828,ELH,NORTH ELEUTHERA,25.476,-76.681,north eleuthera
1829,GHB,GOVERNORS HARBOUR,25.284,-76.331,governor's harbor
1830,RSD,ROCK SOUND,24.892,-76.178,rock sound
1831,FPO,GRAND BAHAMA INTERNATIONAL,26.559,-78.695,freeport
1832,WTD,WEST END,26.686,-78.978,west end
1833,IGA,MATTHEW TOWN,20.975,-73.667,matthew town
1834,LGI,DEADMANS CAY,23.179,-75.093,dead man's cay
1835,SML,STELLA MARIS,23.583,-75.269,stella maris
1836,MYG,MAYAGUANA,22.379,-73.013,mayaguana
1837,NAS,NASSAU INTERNATIONAL,25.039,-77.466,nassau
1838,ZSA,SAN SALVADOR,24.063,-74.524,cockburn town
1839,BZE,PHILIP S W GOLDSON INTERNATIONAL,17.539,-88.308,belize city
1840,AIT,AITUTAKI,-18.825,-159.774,aitutaki
1841,RAR,RAROTONGA INTERNATIONAL,-21.203,-159.806,avarua
1842,NAN,NADI INTERNATIONAL,-17.754,177.443,nandi
1843,SUV,NAUSORI INTERNATIONAL,-18.043,178.559,nausori
1844,LMG,LABASA,-16.467,179.34,lambasa
1845,TBU,FUA AMOTU INTERNATIONAL,-21.241,-175.15,tongatapu
1846,HPA,HAAPAI,-19.777,-174.341,ha'apai
1847,VAV,VAVAU INTERNATIONAL,-18.585,-173.963,vava'u
1848,FUN,FUNAFUTI INTERNATIONAL AIRPORT,-8.517,179.217,funafuti
1849,TRW,BONRIKI INTERNATIONAL,1.381,173.147,tarawa
1850,TBF,TABITEUEA NORTH,-1.224,174.776,tabiteuea north
1851,HUE,NIUE INTERNATIONAL,-19.08,-169.926,alofi
1852,WLS,HIHIFO,-13.238,-176.199,wallis
1853,APW,FALEOLO INTERNATIONAL,-13.83,-172.008,faleolo
1854,PPG,PAGO PAGO INTERNATIONAL,-14.331,-170.71,pago pago
1855,RUR,RURUTU,-22.434,-151.361,rurutu
1856,TUB,TUBUAI,-23.365,-149.524,tubuai
1857,AAA,ANAA,-17.353,-145.51,anaa
1858,TIH,TIKEHAU,-15.119,-148.231,tikehau
1859,REA,REAO,-18.466,-136.439,reao
1860,FAV,FAKARAVA,-16.054,-145.657,fakarava
1861,XMH,MANIHI,-14.437,-146.07,manihi
1862,GMR,TOTEGEGIE,-23.08,-134.89,totegegie
1863,KKR,KAUKURA,-15.663,-146.885,kaukura atoll
1864,MKP,MAKEMO,-16.585,-143.657,makemo
1865,NAU,NAPUKA,-14.177,-141.267,napuka island
1866,PKP,PUKA PUKA,-14.809,-138.813,puka puka
1867,TKP,TAKAPOTO,-14.712,-145.253,takapoto
1868,AXR,ARUTUA,-15.248,-146.616,arutua
1869,MVT,MATAIVA,-14.868,-148.717,mataiva
1870,TKX,TAKAROA,-14.456,-145.024,takaroa
1871,NHV,NUKU HIVA,-8.796,-140.229,nuku hiva
1872,BOB,BORA BORA,-16.444,-151.751,bora bora
1873,RGI,RANGIROA,-14.954,-147.661,rangiroa
1874,HUH,HUAHINE,-16.687,-151.022,huahine island
1875,MOZ,TEMAE,-17.49,-149.762,moorea
1876,HOI,HAO,-18.075,-140.946,hao island
1877,MAU,MAUPITI,-16.426,-152.244,maupiti
1878,RFP,UTUROA,-16.723,-151.466,raiatea island
1879,VLI,PORT VILA BAUERFIELD,-17.699,168.32,port-vila
1880,KNQ,KONE,-21.053,164.838,kone
1881,KOC,KOUMAC,-20.546,164.256,koumac
1882,LIF,OUANAHAM,-20.775,167.24,lifou
1883,GEA,NOUMEA MAGENTA,-22.258,166.473,noumea
1884,MEE,LA ROCHE,-21.482,168.037,mare
1885,TOU,TOUHO,-20.791,165.259,touho
1886,UVE,OUVEA OULOUP,-20.641,166.573,ouvea
1887,NOU,LA TONTOUTA,-22.014,166.213,noumea
1888,AKL,AUCKLAND INTERNATIONAL,-37.008,174.792,auckland
1889,TUO,TAUPO,-38.74,176.084,taupo
1890,CHC,CHRISTCHURCH INTERNATIONAL,-43.489,172.532,christchurch
1891,CHT,CHATHAM ISLANDS,-43.81,-176.457,chatham island
1892,DUD,DUNEDIN,-45.928,170.198,dunedin
1893,GIS,GISBORNE,-38.663,177.978,gisborne
1894,MON,GLENTANNER,-43.907,170.128,glentanner
1895,HKK,HOKITIKA,-42.714,170.985,hokitika
1896,HLZ,HAMILTON,-37.866,175.332,hamilton
1897,KKE,KERIKERI,-35.263,173.912,kerikeri
1898,KAT,KAITAIA,-35.07,173.285,kaitaia
1899,ALR,ALEXANDRA,-45.212,169.373,alexandra
1900,GTN,MOUNT COOK,-43.765,170.133,mount cook
1901,TEU,MANAPOURI,-45.533,167.65,manapouri
1902,MRO,MASTERTON,-40.973,175.634,masterton
1903,NPL,NEW PLYMOUTH,-39.009,174.179,new plymouth
1904,NSN,NELSON,-41.298,173.221,nelson
1905,IVC,INVERCARGILL,-46.412,168.313,invercargill
1906,OAM,OAMARU,-44.97,171.082,oamaru
1907,PMR,PALMERSTON NORTH,-40.321,175.617,palmerston north
1908,PPQ,PARAPARAUMU,-40.905,174.989,paraparaumu
1909,ZQN,QUEENSTOWN,-45.021,168.739,queenstown international
1910,ROT,ROTORUA,-38.109,176.317,rotorua
1911,TRG,TAURANGA,-37.672,176.196,tauranga
1912,TIU,TIMARU,-44.303,171.225,timaru
1913,BHE,WOODBOURNE,-41.518,173.87,woodbourne
1914,WKA,WANAKA,-44.725,169.243,wanaka
1915,WHK,WHAKATANE,-37.921,176.914,whakatane
1916,WLG,WELLINGTON INTERNATIONAL,-41.327,174.805,wellington
1917,WRE,WHANGAREI,-35.768,174.365,whangarei
1918,WSZ,WESTPORT,-41.738,171.581,westport
1919,WAG,WANGANUI,-39.962,175.025,wanganui
1920,HEA,HERAT,34.21,62.228,herat
1921,JAA,JALALABAD,34.399,70.499,jalalabad
1922,KBL,KABUL INTERNATIONAL,34.566,69.212,kabul
1923,KDH,KANDAHAR,31.506,65.848,kandahar
1924,MMZ,MAIMANA,35.934,64.759,maimama
1925,MZR,MAZAR I SHARIF,36.707,67.209,mazar-i-sharif
1926,UND,KUNDUZ,36.665,68.911,kunduz
1927,BAH,BAHRAIN INTERNATIONAL,26.271,50.634,bahrain
1928,AHB,ABHA,18.24,42.656,abha
1929,LEA,AL AHSA,25.284,49.486,al-ahsa
1930,ABT,AL BAHA,20.296,41.634,el-baha
1931,BHH,BISHA,19.984,42.623,bisha
1932,DMM,KING FAHD INTERNATIONAL,26.471,49.798,dammam
1933,DHA,KING ABDULAZIZ AB,26.265,50.152,dhahran
1934,GIZ,JAZAN,16.901,42.586,gizan
1935,ELQ,GASSIM,26.303,43.774,gassim
1936,URY,GURIAT,31.411,37.279,guriat
1937,HAS,HAIL,27.438,41.686,hail
1938,JED,KING ABDULAZIZ INTERNATIONAL,21.679,39.156,jeddah
1939,HBT,KING KHALED MILITARY CITY,27.901,45.528,king khalid mil.city
1940,MED,PRINCE MOHAMMAD BIN ABDULAZIZ,24.553,39.705,madinah
1941,EAM,NEJRAN,17.611,44.419,nejran
1942,AQI,QAISUMAH,28.335,46.125,hafr al-batin
1943,RAH,RAFHA,29.626,43.491,rafha
1944,RUH,KING KHALED INTERNATIONAL,24.957,46.699,riyadh
1945,RAE,ARAR,30.907,41.138,arar
1946,SHW,SHARURAH,17.467,47.121,sharurah
1947,AJO,AL JOUF,29.785,40.1,al-jouf
1948,SLF,SULAYEL,20.465,45.619,sulayel
1949,TUU,TABUK,28.365,36.619,tabuk
1950,TIF,TAIF,21.483,40.544,taif
1951,TUI,TURAIF,31.692,38.731,turaif
1952,EJH,WEJH,26.198,36.476,wejh
1953,YNB,YENBO,24.144,38.063,yenbo
1954,ABD,ABADAN,30.365,48.233,abadan
1955,QMJ,SHAHID ASYAEE,32.002,49.271,masjed soleiman
1956,MRX,MAHSHAHR,30.556,49.152,bandar mahshahr
1957,AWZ,AHWAZ,31.337,48.762,ahwaz
1958,BUZ,BUSHEHR,28.945,50.834,bushehr
1959,KIH,KISH ISLAND,26.527,53.982,kish island
1960,BDH,BANDAR LENGEH,26.532,54.822,bandar lengeh
1961,KSH,SHAHID ASHRAFI ESFAHANI,34.346,47.156,bakhtaran
1962,SDG,SANANDAJ,35.247,47.007,sanandaj
1963,RAS,RASHT,37.325,49.606,rasht
1964,THR,MEHRABAD INTERNATIONAL,35.689,51.313,teheran
1965,BND,BANDAR ABBASS INTERNATIONAL,27.218,56.378,bandar abbas
1966,KER,KERMAN,30.261,56.957,kerman
1967,XBJ,BIRJAND,32.896,59.276,birjand
1968,RZR,RAMSAR,36.91,50.679,ramsar
1969,SYZ,SHIRAZ SHAHID DASTGHAIB INTERNATIONAL,29.539,52.589,shiraz
1970,TBZ,TABRIZ INTERNATIONAL,38.133,46.235,tabriz
1971,AZD,YAZD SHAHID SADOOGHI,31.905,54.276,yazd
1972,ZBR,CHAH BAHAR,25.443,60.382,chah bahar
1973,ZAH,ZAHEDAN INTERNATIONAL,29.476,60.906,zahedan
1974,AMM,QUEEN ALIA INTERNATIONAL,31.722,35.993,amman
1975,ADJ,MARKA INTERNATIONAL,31.972,35.991,amman
1976,AQJ,AQABA INTERNATIONAL,29.611,35.018,aqaba
1977,OMF,KING HUSSEIN,32.356,36.259,mafraq
1978,KWI,KUWAIT INTERNATIONAL,29.227,47.98,kuwait
1979,BEY,BEIRUT INTERNATIONAL,33.813,35.489,beirut
1980,AUH,ABU DHABI INTERNATIONAL,24.433,54.651,abu dhabi
1981,AZI,BATEEN,24.428,54.458,abu dhabi
1982,DXB,DUBAI INTERNATIONAL,25.255,55.364,dubai
1983,FJR,FUJAIRAH INTERNATIONAL,25.112,56.324,fujeirah
1984,RKT,RAS AL KHAIMAH INTERNATIONAL,25.613,55.939,ras al khaimah
1985,SHJ,SHARJAH INTERNATIONAL,25.328,55.517,sharjah
1986,KHS,KHASAB,26.171,56.241,khasab
1987,MSH,MASIRAH,20.675,58.89,masirah
1988,MCT,SEEB INTERNATIONAL,23.593,58.284,muscat
1989,SLL,SALALAH,17.039,54.091,salalah
1990,TTH,THUMRAIT,17.666,54.024,thumrait
1991,LYP,FAISALABAD INTERNATIONAL,31.365,72.995,faisalabad
1992,GWD,GWADAR,25.233,62.329,gwadar
1993,GIL,GILGIT,35.919,74.334,gilgit
1994,KHI,JINNAH INTERNATIONAL,24.906,67.161,karachi
1995,HDD,HYDERABAD,25.318,68.366,hyderabad
1996,LHE,ALLAMA IQBAL INTERNATIONAL,31.521,74.403,lahore
1997,MFG,MUZAFFARABAD,34.338,73.508,muzaffarabad
1998,MJD,MOENJODARO,27.335,68.143,moenjodaro
1999,MUX,MULTAN INTERNATIONAL,30.203,71.419,multan
2000,WNS,NAWABSHAH,26.219,68.39,nawabshah
2001,ORW,ORMARA,25.273,64.588,ormara
2002,PJG,PANJGUR,26.954,64.132,panjgur
2003,PSI,PASNI,25.284,63.333,pasni
2004,PEW,PESHAWAR,33.994,71.514,peshawar
2005,UET,QUETTA,30.251,66.938,quetta
2006,RYK,SHAIKH ZAYED,28.385,70.28,rahim yar khan
2007,ISB,CHAKLALA,33.616,73.099,islamabad
2008,RAZ,RAWALAKOT,33.849,73.798,rawala kot
2009,SKZ,SUKKUR,27.722,68.792,sukkur
2010,SDT,SAIDU SHARIF,34.813,72.352,saidu sharif
2011,SUL,SUI,28.645,69.177,sui
2012,BDN,TALHAR,24.841,68.838,talhar
2013,TRB,TURBAT INTERNATIONAL,25.986,63.03,turbo
2014,PZH,ZHOB,31.358,69.463,zhob
2015,SDA,SADDAM INTERNATIONAL,33.262,44.234,baghdad
2016,BSR,BASRAH INTERNATIONAL,30.549,47.662,basrah
2017,ALP,ALEPPO INTERNATIONAL,36.181,37.224,aleppo
2018,DAM,DAMASCUS INTERNATIONAL,33.411,36.516,damascus
2019,DEZ,DEIR ZZOR,35.285,40.176,deire zor
2020,LTK,BASSEL AL ASSAD INTERNATIONAL,35.401,35.949,latakia
2021,PMS,PALMYRA,34.557,38.317,palmyra
2022,DOH,DOHA INTERNATIONAL,25.261,51.565,doha
2023,PAQ,PALMER MUNI,61.595,-149.089,palmer
2024,BTI,BARTER ISLAND LRRS,70.134,-143.577,barter island
2025,BET,BETHEL,60.78,-161.838,bethel
2026,BIG,ALLEN AAF,63.994,-145.721,delta junction
2027,BRW,WILEY POST WILL ROGERS MEM,71.285,-156.766,barrow
2028,BTT,BETTLES,66.915,-151.528,bettles
2029,CDB,COLD BAY,55.206,-162.724,cold bay
2030,CDV,MERLE K MUDHOLE SMITH,60.492,-145.477,cordova
2031,ADK,ADAK,51.878,-176.646,adak island
2032,DLG,DILLINGHAM,59.045,-158.503,dillingham
2033,ADQ,KODIAK,57.75,-152.494,kodiak
2034,DUT,UNALASKA,53.9,-166.543,unalaska
2035,EDF,ELMENDORF AFB,61.251,-149.806,anchorage
2036,EHM,CAPE NEWENHAM LRRS,58.647,-162.061,cape newenham
2037,EIL,EIELSON AFB,64.666,-147.101,fairbanks
2038,ENA,KENAI MUNI,60.573,-151.245,kenai
2039,FAI,FAIRBANKS INTERNATIONAL,64.815,-147.856,fairbanks
2040,FBK,WAINWRIGHT AAF,64.837,-147.614,fort wainwright
2041,GAL,EDWARD G PITKA SR,64.736,-156.937,galena
2042,GKN,GULKANA,62.155,-145.456,gulkana
2043,SGY,SKAGWAY,59.46,-135.316,skagway
2044,HOM,HOMER,59.646,-151.476,homer
2045,ILI,ILIAMNA,59.754,-154.911,iliamna
2046,UTO,INDIAN MOUNTAIN LRRS,65.993,-153.704,indian mountains
2047,JNU,JUNEAU INTERNATIONAL,58.355,-134.576,juneau
2048,AKN,KING SALMON,58.677,-156.649,king salmon
2049,KTN,KETCHIKAN INTERNATIONAL,55.356,-131.714,ketchikan
2050,LUR,CAPE LISBURNE LRRS,68.875,-166.11,cape lisburne
2051,MCG,MC GRATH,62.953,-155.606,mcgrath
2052,MRI,MERRILL FLD,61.214,-149.846,anchorage
2053,ANC,TED STEVENS ANCHORAGE INTERNATIONAL,61.174,-149.996,anchorage
2054,ANN,ANNETTE ISLAND,55.042,-131.572,annette island
2055,OME,NOME,64.512,-165.445,nome
2056,ORT,NORTHWAY,62.961,-141.929,northway
2057,OTZ,RALPH WIEN MEM,66.884,-162.598,kotzebue
2058,PML,PLATINUM,59.011,-161.819,port moller
2059,SCC,DEADHORSE,70.195,-148.465,deadhorse
2060,SIT,SITKA ROCKY GUTIERREZ,57.047,-135.361,sitka
2061,SNP,ST PAUL ISLAND,57.167,-170.22,st. paul island
2062,SVW,SPARREVOHN LRRS,61.097,-155.574,sparrevohn
2063,SYA,EARECKSON AS,52.712,174.114,shemya
2064,TAL,RALPH M CALHOUN,65.174,-152.109,tanana
2065,TNC,TIN CITY LRRS,65.563,-167.922,tin city
2066,TKA,TALKEETNA,62.32,-150.094,talkeetna
2067,TLJ,TATALINA LRRS,62.894,-155.976,tatalina
2068,UNK,UNALAKLEET,63.888,-160.799,unalakleet
2069,VDZ,VALDEZ PIONEER FIELD,61.134,-146.248,valdez
2070,AIN,WAINWRIGHT AS,70.613,-159.86,fort wainwright
2071,YAK,YAKUTAT,59.503,-139.66,yakutat
2072,CIS,CANTON ISLAND AIRPORT,-2.767,0.0,canton island
2073,FYU,FORT YUKON,66.571,-145.25,fort yukon
2074,ROP,ROTA INTERNATIONAL,14.174,145.243,rota
2075,SPN,SAIPAN INTERNATIONAL,15.119,145.729,saipan
2076,UAM,ANDERSEN AFB,13.584,144.93,andersen
2077,GUM,GUAM INTERNATIONAL,13.484,144.797,agana
2078,TNI,WEST TINIAN,14.998,145.619,west tinian
2079,BKH,BARKING SANDS PMRF,22.022,-159.787,barking sands
2080,HDH,DILLINGHAM,21.579,-158.21,dillingham
2081,HNM,HANA,20.796,-156.014,hana
2082,JHM,KAPALUA,20.963,-156.674,lahania-kapalua
2083,KOA,KONA INTERNATIONAL AT KEAHOLE,19.739,-156.046,kona
2084,LIH,LIHUE,21.976,-159.339,lihue
2085,MKK,MOLOKAI,21.153,-157.096,molokai
2086,MUE,WAIMEA KOHALA,20.001,-155.668,kamuela
2087,NGF,KANEOHE BAY MCAF,21.449,-157.768,kaneohe bay
2088,HNL,HONOLULU INTERNATIONAL,21.316,-157.927,honolulu
2089,LNY,LANAI,20.786,-156.951,lanai
2090,OGG,KAHULUI,20.899,-156.431,kahului
2091,BSF,BRADSHAW AAF,19.76,-155.554,bradshaw field
2092,ITO,HILO INTERNATIONAL,19.72,-155.049,hilo
2093,UPP,UPOLU,20.265,-155.86,opolu
2094,JON,JOHNSTON ATOLL,16.729,-169.534,johnston island
2095,1Z8,ENEWETAK AUX AF,11.341,162.328,eniwetok island
2096,MAJ,MARSHALL ISLANDS INTERNATIONAL,7.065,171.272,majuro
2097,KWA,BUCHOLZ AAF,8.72,167.731,kwajalein
2098,CXI,CHRISTMAS ISLAND,1.986,-157.35,kiritimati
2099,MDY,MIDWAY ATOLL,28.201,-177.381,midway
2100,OLI,OLIKTOK LRRS,70.499,-149.879,oliktok point
2101,PIZ,POINT LAY LRRS,69.733,-163.005,point lay
2102,TKK,CHUUK INTERNATIONAL,7.462,151.843,chuuk
2103,PNI,POHNPEI INTERNATIONAL,6.985,158.209,pohnpei
2104,ROR,BABELTHUAP,7.367,134.544,babelthuap
2105,KSA,KOSRAE,5.357,162.958,kosrae
2106,YAP,YAP INTERNATIONAL,9.499,138.082,yap
2107,KNH,SHANG YI,24.432,118.359,chinmen
2108,PIF,PINGTUNG SOUTH,22.672,120.462,pingtung
2109,TTT,FENGNIN,22.757,121.093,fengnin
2110,GNI,GREEN ISLAND,22.674,121.458,green island
2111,KHH,KAOHSIUNG INTERNATIONAL,22.575,120.351,kaohsiung
2112,CYI,CHIAYI,23.462,120.393,chiayi
2113,TXG,TAICHUNG,24.186,120.654,chung
2114,KYD,LANYU,22.029,121.527,lanyu
2115,MZW,MATSU,26.224,120.002,matsu
2116,TNN,TAINAN,22.95,120.206,tainan
2117,MZG,MAKUNG,23.569,119.628,makung
2118,TSA,SUNGSHAN,25.069,121.552,taipei
2119,TPE,CHIANG KAI SHEK INTERNATIONAL,25.08,121.232,taipei
2120,WOT,WANG AN,23.371,119.494,wang an
2121,HUN,HUALIEN,24.023,121.618,hualien
2122,NRT,NEW TOKYO INTERNATIONAL,35.765,140.386,tokyo
2123,MMJ,MATSUMOTO,36.167,137.923,matsumoto
2124,IWO,IWO JIMA,24.784,141.322,iwojima
2125,SHM,NANKI SHIRAHAMA,33.662,135.364,nanki-shirahama
2126,OBO,OBIHIRO,42.733,143.217,obihiro
2127,CTS,CHITOSE INTERNATIONAL AIRPORT,42.775,141.692,sapporo
2128,HKD,HAKODATE,41.77,140.822,hakodate
2129,SPK,CHITOSE,42.794,141.666,chitose
2130,MMB,MEMANBETSU,43.881,144.164,memanbetsu
